b,eta,kappa,a_h,mu,omega,a_d,D,alpha,rho,delta,Id,Ic,Iw
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,686648.8450042998,0.1020408163265306,0.0025971905385214914,0,0.0024028094614783157
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,686648.8450042998,0.1020408163265306,6.37633404189362e-4,0,0.004362366595810525
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,686648.8450042998,0.1020408163265306,8.469910950601888e-4,0,0.004153008904939831
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,828642.7728546843,0.1020408163265306,0.001987569412233406,0,0.003012430587766613
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,828642.7728546843,0.1020408163265306,0.0024252078588510697,0,0.002574792141148867
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,828642.7728546843,0.1020408163265306,5.746183181184104e-4,0,0.004425381681881656
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,828642.7728546843,0.1020408163265306,7.653870166604714e-4,0,0.004234612983340339
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,1e6,0.1020408163265306,0.0018349186046175306,0,0.0031650813953823286
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,1e6,0.1020408163265306,0.002258142196009178,0,0.0027418578039909917
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,1e6,0.1020408163265306,5.178648273467689e-4,0,0.004482135172653175
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,1e6,0.1020408163265306,6.913511640222323e-4,0,0.004308648835977895
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,100,0.11224489795918366,0.0049817172702024725,0,1.4594093719926199e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,100,0.11224489795918366,0.004999023859146971,0,9.665424763954406e-7
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,100,0.11224489795918366,0.004968939791838515,0,1.4537675756194994e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,100,0.11224489795918366,0.004990351300827292,0,9.639293908948815e-6
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,120.67926406393289,0.11224489795918366,0.004981437966335194,0,1.761061304978732e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,120.67926406393289,0.11224489795918366,0.00499882405436181,0,1.1663547678702295e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,120.67926406393289,0.11224489795918366,0.004966032178663014,0,1.7528538217722715e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,120.67926406393289,0.11224489795918366,0.004988365119458295,0,1.1625521955057e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,145.63484775012444,0.11224489795918366,0.004981100865996328,0,2.1250272671228222e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,145.63484775012444,0.11224489795918366,0.004998582981112388,0,1.407439733856367e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,145.63484775012444,0.11224489795918366,0.004962529593380248,0,2.113089985401495e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,145.63484775012444,0.11224489795918366,0.004985971627755329,0,1.4019072234900496e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,175.7510624854791,0.11224489795918366,0.004980694259962991,0,2.5641638147525415e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,175.7510624854791,0.11224489795918366,0.004998292091922329,0,1.6983417860939894e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,175.7510624854791,0.11224489795918366,0.004958312109130667,0,2.546806446121188e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,175.7510624854791,0.11224489795918366,0.004983087830518952,0,1.6902938396112933e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,212.09508879201903,0.11224489795918366,0.0049802035328863,0,3.0939722562863235e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,212.09508879201903,0.11224489795918366,0.004997941115611811,0,2.0493335941982312e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,212.09508879201903,0.11224489795918366,0.0049532357771216,0,3.068741985672064e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,212.09508879201903,0.11224489795918366,0.004979614558208163,0,2.0376293118935512e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,255.95479226995357,0.11224489795918366,0.004979611409567765,0,3.7331395841655533e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,255.95479226995357,0.11224489795918366,0.0049975176554052725,0,2.4728096720969135e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,255.95479226995357,0.11224489795918366,0.004947129135907027,0,3.6964797382168697e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,255.95479226995357,0.11224489795918366,0.0049754330192082735,0,2.4557927806133902e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,308.88435964774817,0.11224489795918366,0.004978896941347896,0,4.504188707704816e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,308.88435964774817,0.11224489795918366,0.0049970067700807605,0,2.9837174767490984e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,308.88435964774817,0.11224489795918366,0.004939787805865448,0,4.45094649692832e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,308.88435964774817,0.11224489795918366,0.0049704012135522516,0,2.958985059903694e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,372.7593720314938,0.11224489795918366,0.004978033339773638,0,5.434256943998981e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,372.7593720314938,0.11224489795918366,0.004996390429024276,0,3.600085084171408e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,372.7593720314938,0.11224489795918366,0.004930967582451081,0,5.3569751867294696e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,372.7593720314938,0.11224489795918366,0.004964349667995084,0,3.564153478265588e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,449.8432668969444,0.11224489795918366,0.004976993109857051,0,6.556036530370974e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,449.8432668969444,0.11224489795918366,0.004995646963298782,0,4.34358387191166e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,449.8432668969444,0.11224489795918366,0.004920383790725141,0,6.443936499263641e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,449.8432668969444,0.11224489795918366,0.004957077282027405,0,4.2914085848677637e-05
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,542.867543932386,0.11224489795918366,0.004975738301458037,0,7.908887585822036e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,542.867543932386,0.11224489795918366,0.004994750172516094,0,5.24041376054159e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,542.867543932386,0.11224489795918366,0.004907696297066757,0,7.746413886496738e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,542.867543932386,0.11224489795918366,0.004948344603226067,0,5.164695869873538e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,655.1285568595509,0.11224489795918366,0.004974224401012509,0,9.540182500282661e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,655.1285568595509,0.11224489795918366,0.004993668547009375,0,6.322083712831129e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,655.1285568595509,0.11224489795918366,0.004892506950699915,0,9.304925891291952e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,655.1285568595509,0.11224489795918366,0.004937868886087929,0,6.212290115387105e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,790.6043210907702,0.11224489795918366,0.004972398133880971,0,1.150690329843944e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,790.6043210907702,0.11224489795918366,0.004992364189831681,0,7.626497255327684e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,790.6043210907702,0.11224489795918366,0.004874351614533997,0,1.1166651949938291e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,790.6043210907702,0.11224489795918366,0.0049253181080279995,0,7.467394502320267e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,954.0954763499944,0.11224489795918366,0.004970195275076146,0,1.3877543335433114e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,954.0954763499944,0.11224489795918366,0.0049907914417425215,0,9.199312879696706e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,954.0954763499944,0.11224489795918366,0.0048526925367155796,0,1.3386113846165483e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,954.0954763499944,0.11224489795918366,0.004910302180782164,0,8.969018004440045e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,1151.395399326447,0.11224489795918366,0.0049675383588028985,0,1.6734367788058373e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,1151.395399326447,0.11224489795918366,0.004988895409835938,0,1.1095425582514303e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,1151.395399326447,0.11224489795918366,0.004826912043703982,0,1.6025747325901042e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,1151.395399326447,0.11224489795918366,0.004892367832661244,0,1.0762488184860464e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,1389.4954943731375,0.11224489795918366,0.0049643342726000475,0,2.0176080233640025e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,1389.4954943731375,0.11224489795918366,0.0049866101231180494,0,1.3380808785484068e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,1389.4954943731375,0.11224489795918366,0.00479630842408476,0,1.9156254111726774e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,1389.4954943731375,0.11224489795918366,0.004870991432988227,0,1.2900168406736613e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,1676.8329368110067,0.11224489795918366,0.004960470943194057,0,2.432096865674969e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,1676.8329368110067,0.11224489795918366,0.004983856415551058,0,1.613463124089188e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,1676.8329368110067,0.11224489795918366,0.00476009469089694,0,2.2856612099288995e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,1676.8329368110067,0.11224489795918366,0.004845573736093389,0,1.5441983382112528e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,2023.5896477251556,0.11224489795918366,0.004955813723313373,0,2.9310578911428807e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,2023.5896477251556,0.11224489795918366,0.004980539200791589,0,1.9451983054389462e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,2023.5896477251556,0.11224489795918366,0.004717402483438189,0,2.7213564724980015e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,2023.5896477251556,0.11224489795918366,0.004815436551935921,0,1.845575205423013e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,2442.05309454865,0.11224489795918366,0.004950201022747379,0,3.531399713895995e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,2442.05309454865,0.11224489795918366,0.004976544688460185,0,2.3446657559146878e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,2442.05309454865,0.11224489795918366,0.004667293126634468,0,3.2320413619436834e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,2442.05309454865,0.11224489795918366,0.004779822027780816,0,2.2017259342972702e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,2947.0517025518097,0.11224489795918366,0.004943437747967827,0,4.2532755155782834e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,2947.0517025518097,0.11224489795918366,0.004971736756652932,0,2.8254780243116912e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,2947.0517025518097,0.11224489795918366,0.004608776491205456,0,3.827487961004817e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,2947.0517025518097,0.11224489795918366,0.004737899282713288,0,2.6209592608867e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,3556.4803062231285,0.11224489795918366,0.004935294273941124,0,5.120648099550092e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,3556.4803062231285,0.11224489795918366,0.004965952728426677,0,3.4039032428648604e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,3556.4803062231285,0.11224489795918366,0.004540845298981772,0,4.5175898828447224e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,3556.4803062231285,0.11224489795918366,0.004688772746199418,0,3.1122307755844655e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,4291.934260128778,0.11224489795918366,0.0049254933766165795,0,6.161914263816665e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,4291.934260128778,0.11224489795918366,0.004958999106296708,0,4.09929172670239e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,4291.934260128778,0.11224489795918366,0.004462516074008992,0,5.31191354395845e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,4291.934260128778,0.11224489795918366,0.004631506915811524,0,3.684895359469575e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,5179.474679231213,0.11224489795918366,0.004913704915840029,0,7.4105968370797e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,5179.474679231213,0.11224489795918366,0.004950645751804496,0,4.9346577074292165e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,5179.474679231213,0.11224489795918366,0.004372887586146238,0,6.21913267417259e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,5179.474679231213,0.11224489795918366,0.004565151327465141,0,4.348457458586839e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,6250.55192527397,0.11224489795918366,0.004899537823186636,0,8.906089952228732e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,6250.55192527397,0.11224489795918366,0.004940620189537224,0,5.937249063430599e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,6250.55192527397,0.11224489795918366,0.0042712119549356865,0,7.246355391889569e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,6250.55192527397,0.11224489795918366,0.00448878513418004,0,5.112125330436747e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,7543.120063354615,0.11224489795918366,0.004882532327723135,0,1.0694421421443781e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,7543.120063354615,0.11224489795918366,0.004928601017071162,0,7.139206480318838e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,7543.120063354615,0.11224489795918366,0.004156970584699493,0,8.398393778085258e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,7543.120063354615,0.11224489795918366,0.004401566227590471,0,5.984319846082713e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,9102.981779915217,0.11224489795918366,0.0048621492003361674,0,1.2828995128194757e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,9102.981779915217,0.11224489795918366,0.00491421106900793,0,8.578246578022545e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,9102.981779915217,0.11224489795918366,0.004029952182165807,0,9.677034271196293e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,9102.981779915217,0.11224489795918366,0.0043027988272192055,0,6.971998628495225e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,10985.411419875572,0.11224489795918366,0.004837762436804779,0,1.5371252918528687e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,10985.411419875572,0.11224489795918366,0.004897009620561515,0,1.0298441938413427e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,10985.411419875572,0.11224489795918366,0.0038903204745069932,0,0.0011080406890024786
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,10985.411419875572,0.11224489795918366,0.004191993293696568,0,8.080057939723947e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,13257.113655901081,0.11224489795918366,0.004808653910857519,0,1.8391151912048725e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,13257.113655901081,0.11224489795918366,0.00487648619949718,0,1.2350839410727455e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,13257.113655901081,0.11224489795918366,0.0037386620092062645,0,0.0012602549025632897
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,13257.113655901081,0.11224489795918366,0.004068945488182842,0,9.31053911764552e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,15998.587196060573,0.11224489795918366,0.004774010270379792,0,2.1967326939327273e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,15998.587196060573,0.11224489795918366,0.004852054982023161,0,1.4794020653567493e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,15998.587196060573,0.11224489795918366,0.003576004482678971,0,0.001423322934935619
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,15998.587196060573,0.11224489795918366,0.0039337757701988964,0,0.0010662238594567766
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,19306.977288832495,0.11224489795918366,0.00473292753906159,0,2.6186775480807834e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,19306.977288832495,0.11224489795918366,0.0048230496182745325,0,1.769461976942506e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,19306.977288832495,0.11224489795918366,0.0034037991359423857,0,0.0015958109205957132
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,19306.977288832495,0.11224489795918366,0.003786984343027852,0,0.0012130154440330894
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,23299.51810515372,0.11224489795918366,0.004684422786796462,0,3.1143866139311257e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,23299.51810515372,0.11224489795918366,0.004788720571170763,0,2.1127588739773656e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,23299.51810515372,0.11224489795918366,0.0032238638885214864,0,0.001775926378811825
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,23299.51810515372,0.11224489795918366,0.0036294822632724293,0,0.0013705176235121455
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,28117.68697974225,0.11224489795918366,0.004627458334737606,0,3.693840143228601e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,28117.68697974225,0.11224489795918366,0.004748241911263037,0,2.5175518557089393e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,28117.68697974225,0.11224489795918366,0.0030382997759369063,0,0.001961596233459702
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,28117.68697974225,0.11224489795918366,0.0034625431132184565,0,0.0015374568315200672
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,33932.217718953296,0.11224489795918366,0.004560976814848638,0,4.367255754957152e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,33932.217718953296,0.11224489795918366,0.00470071949309514,0,2.9927821487615673e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,33932.217718953296,0.11224489795918366,0.0028493815718039586,0,0.002150571198144646
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,33932.217718953296,0.11224489795918366,0.0032877975651871183,0,0.0017122024102471847
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,40949.15062380419,0.11224489795918366,0.004483952163284702,0,0.00051446424463364305
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,40949.15062380419,0.11224489795918366,0.0046452086476481465,0,3.547896208612499e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,40949.15062380419,0.11224489795918366,0.0026594422689835257,0,0.0023405382056056684
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,40949.15062380419,0.11224489795918366,0.0031071437071833016,0,0.0018928562829527852
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,49417.13361323838,0.11224489795918366,0.00439545294154117,0,6.035205946521974e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,49417.13361323838,0.11224489795918366,0.004580744877379328,0,4.192538801315857e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,49417.13361323838,0.11224489795918366,0.0024707606093253443,0,0.002529232091697488
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,49417.13361323838,0.11224489795918366,0.002922665876004024,0,0.0020773341204507333
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,59636.23316594637,0.11224489795918366,0.0042947181087349745,0,7.046609401181444e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,59636.23316594637,0.11224489795918366,0.004506388568305144,0,4.93610591862613e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,59636.23316594637,0.11224489795918366,0.0022854605802091724,0,0.002714536968439861
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,59636.23316594637,0.11224489795918366,0.0027365288046609024,0,0.002263471194208585
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,71968.56730011514,0.11224489795918366,0.004181239206678107,0,8.184130474440481e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,71968.56730011514,0.11224489795918366,0.004421275544883928,0,5.787239254615528e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,71968.56730011514,0.11224489795918366,0.002105435015986041,0,0.002894564249990729
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,71968.56730011514,0.11224489795918366,0.002550879389603418,0,0.0024491206100800147
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,86851.13737513521,0.11224489795918366,0.004054845982371008,0,0.00094497528857979355
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,86851.13737513521,0.11224489795918366,0.004324692899130339,0,6.753067925072161e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,86851.13737513521,0.11224489795918366,0.0019322862627491198,0,0.0030677135428173142
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,86851.13737513521,0.11224489795918366,0.0023677692801633327,0,0.0026322307197598196
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,104811.31341546852,0.11224489795918366,0.003915781142905174,0,0.001084135332664966
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,104811.31341546852,0.11224489795918366,0.004216146644286028,0,7.838531919723545e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,104811.31341546852,0.11224489795918366,0.0017673046124771384,0,0.0032326953424058266
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,104811.31341546852,0.11224489795918366,0.0021890260068175315,0,0.00281097399316662
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,126485.52168552957,0.11224489795918366,0.0037647641769583662,0,0.0012352007083698225
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,126485.52168552957,0.11224489795918366,0.00409544475101639,0,9.045551707518959e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,126485.52168552957,0.11224489795918366,0.0016114572840963152,0,0.003388542706841444
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,126485.52168552957,0.11224489795918366,0.0020162592525097634,0,0.0029837407474874486
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,152641.79671752302,0.11224489795918366,0.003603000919362373,0,0.0013969859583291238
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,152641.79671752302,0.11224489795918366,0.003962774651478022,0,0.00103722531541816
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,152641.79671752302,0.11224489795918366,0.0014653652040152272,0,0.003534634794433277
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,152641.79671752302,0.11224489795918366,0.0018508082752010757,0,0.0031491917247986607
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,184206.99693267164,0.11224489795918366,0.003432183171998608,0,0.0015678125331284006
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,184206.99693267164,0.11224489795918366,0.003818733941683819,0,0.001181266046135233
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,184206.99693267164,0.11224489795918366,0.0013294062417404647,0,0.003670593758036732
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,184206.99693267164,0.11224489795918366,0.001693698968488531,0,0.0033063010315113996
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,222299.6482526191,0.11224489795918366,0.0032543933447914414,0,0.0017456054461468737
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,222299.6482526191,0.11224489795918366,0.003664377642217778,0,0.0013356223539666347
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,222299.6482526191,0.11224489795918366,0.00120366507652633,0,0.0037963349234473873
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,222299.6482526191,0.11224489795918366,0.0015456718573961619,0,0.0034543281426039894
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,268269.57952797273,0.11224489795918366,0.003072001166265243,0,0.0019279985476840927
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,268269.57952797273,0.11224489795918366,0.00350115914468791,0,0.0014988408543203345
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,268269.57952797273,0.11224489795918366,0.001088032375151402,0,0.003911967624846162
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,268269.57952797273,0.11224489795918366,0.0014071799182178216,0,0.003592820081782462
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,323745.754281764,0.11224489795918366,0.002887505021216525,0,0.0021124949235195316
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,323745.754281764,0.11224489795918366,0.0033309013117030052,0,0.001669098688089678
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,323745.754281764,0.11224489795918366,9.822170026610288e-4,0,0.004017782997338707
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,323745.754281764,0.11224489795918366,0.0012784216474028864,0,0.00372157835259698
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,390693.99370546127,0.11224489795918366,0.0027033342525648097,0,0.0022966657390321317
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,390693.99370546127,0.11224489795918366,0.0031556711965041065,0,0.0018443288034619553
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,390693.99370546127,0.11224489795918366,8.858007857355117e-4,0,0.004114199214264489
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,390693.99370546127,0.11224489795918366,0.0011594163626657543,0,0.0038405836373343483
