b,eta,kappa,a_h,mu,omega,a_d,D,alpha,rho,delta,Id,Ic,Iw
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,954.0954763499944,0,0.004983226511418484,0,1.676497548308537e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,954.0954763499944,0,0.004711898952067674,0,2.7910010215029566e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,954.0954763499944,0,0.004840732379387709,0,1.5926385710500978e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,1151.395399326447,0,0.004948970516092769,0,3.6586888621202404e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,1151.395399326447,0,0.004979787831324179,0,2.020387282272133e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,1151.395399326447,0,0.004661473355534203,0,3.306041311245404e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,1151.395399326447,0,0.00480997415517699,0,1.900227328194565e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,1389.4954943731375,0,0.004942000706942035,0,4.402258189768005e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,1389.4954943731375,0,0.004975650692911449,0,2.4341266241435954e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,1389.4954943731375,0,0.004602858943791716,0,3.9034076326506696e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,1389.4954943731375,0,0.004773751041859347,0,2.2624647930482165e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,1676.8329368110067,0,0.004933626248626522,0,5.29378028317804e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,1676.8329368110067,0,0.004970676160997327,0,2.9316095185071822e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,1676.8329368110067,0,0.004535166288769941,0,4.5916765696902835e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,1676.8329368110067,0,0.004731276328290227,0,2.6872178279432104e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,2023.5896477251556,0,0.004923575697274066,0,6.361301130857593e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,2023.5896477251556,0,0.004964699354828407,0,3.529324561637058e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,2023.5896477251556,0,0.0044575636298177755,0,5.378793460467388e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,2023.5896477251556,0,0.0046817206129525024,0,3.182780211867209e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,2442.05309454865,0,0.004911527645436712,0,7.637566463182442e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,2442.05309454865,0,0.004957524637867009,0,4.246835771055359e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,2442.05309454865,0,0.0043693295910621375,0,6.271551328335379e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,2442.05309454865,0,0.004624231941798682,0,3.757671297754559e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,2947.0517025518097,0,0.004897104990410968,0,9.160554452065146e-5
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,2947.0517025518097,0,0.0049489209031259715,0,5.1072541381159454e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,2947.0517025518097,0,0.004269917378313472,0,7.275007522384765e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,2947.0517025518097,0,0.004557964514443635,0,4.4203489857517434e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,3556.4803062231285,0,0.00487987374976469,0,1.0973953344926566e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,3556.4803062231285,0,0.004938616858515447,0,6.137708988990224e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,3556.4803062231285,0,0.0041590185087490425,0,8.391919586095191e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,3556.4803062231285,0,0.004482123971467212,0,5.178756877527021e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,4291.934260128778,0,0.004859328061926074,0,1.3127490244469676e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,4291.934260128778,0,0.004926295224246553,0,7.369928155484305e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,4291.934260128778,0,0.004036617121112328,0,9.622235201755776e-4
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,4291.934260128778,0,0.004396022662037043,0,6.039771588019167e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,5179.474679231213,0,0.004834899751142716,0,1.5677095000926408e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,5179.474679231213,0,0.004911586746510835,0,8.840836420825265e-5
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,5179.474679231213,0,0.0039030343100875087,0,0.0010962719711029329
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,5179.474679231213,0,0.004299103671635045,0,7.008962444189786e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,6250.55192527397,0,0.004805948174909034,0,1.8684725246871872e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,6250.55192527397,0,0.0048940667496015266,0,1.0592900312589353e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,6250.55192527397,0,0.003758945178703751,0,0.0012406764789268377
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,6250.55192527397,0,0.004191031695803083,0,8.089682697699306e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,7543.120063354615,0,0.004771771773583353,0,2.2217756708657106e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,7543.120063354615,0,0.0048732497024168205,0,1.2674671482952113e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,7543.120063354615,0,0.0036053731076864754,0,0.0013944417627641185
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,7543.120063354615,0,0.004071715750279062,0,9.282842376156518e-4
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,9102.981779915217,0,0.004731614709630609,0,2.634786644338123e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,9102.981779915217,0,0.004848587422941644,0,1.514096600091465e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,9102.981779915217,0,0.0034436594271202246,0,0.0015562607184777374
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,9102.981779915217,0,0.003941378208322982,0,0.0010586217881100263
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,10985.411419875572,0,0.004684694720269897,0,3.1149173792482937e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,10985.411419875572,0,0.004819471255102691,0,1.8052646972874041e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,10985.411419875572,0,0.0032754052775943385,0,0.0017245649984338359
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,10985.411419875572,0,0.0038005561721634927,0,0.0011994438269776217
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,13257.113655901081,0,0.00463022492500385,0,3.6695751938167943e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,13257.113655901081,0,0.004785232622908952,0,2.1476569244227212e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,13257.113655901081,0,0.003102404066892305,0,0.001897586613421591
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,13257.113655901081,0,0.003650105686922002,0,0.0013498943129141728
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,15998.587196060573,0,0.004567457858345433,0,4.305835714864796e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,15998.587196060573,0,0.004745156190903415,0,2.548426377467045e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,15998.587196060573,0,0.0029265569086135783,0,0.0020734406991217433
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,15998.587196060573,0,0.0034912191271578414,0,0.0015087808728181376
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,19306.977288832495,0,0.004495729316590335,0,5.030055425707194e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,19306.977288832495,0,0.004698491090170216,0,3.0150815520831487e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,19306.977288832495,0,0.00274979072882171,0,0.002250208784723756
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,19306.977288832495,0,0.0033253592063086372,0,0.0016746407936888423
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,23299.51810515372,0,0.004414505698233751,0,5.847462533450237e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,23299.51810515372,0,0.00464448427437705,0,3.555152825539269e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,23299.51810515372,0,0.002573979334071382,0,0.002426020590528974
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,23299.51810515372,0,0.0031541734776469777,0,0.001845826522352699
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,28117.68697974225,0,0.00432343034732191,0,6.76172230171411e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,28117.68697974225,0,0.004582394490533891,0,4.1760527703828504e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,28117.68697974225,0,0.00240086165114415,0,0.0025991383403223935
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,28117.68697974225,0,0.002979505596323194,0,0.002020494403676662
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,33932.217718953296,0,0.004222360421130738,0,7.774541338673976e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,33932.217718953296,0,0.004511549453453515,0,4.884504402532687e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,33932.217718953296,0,0.0022319925243912326,0,0.002768007474941528
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,33932.217718953296,0,0.002803221146654035,0,0.002196778853346198
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,40949.15062380419,0,0.004111391249823305,0,8.88534880487497e-4
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,40949.15062380419,0,0.004431377858939041,0,5.686220999400099e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,40949.15062380419,0,0.002068710605857972,0,0.0029312893941079287
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,40949.15062380419,0,0.0026271929182587095,0,0.0023728070817412095
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,49417.13361323838,0,0.003990872296891227,0,0.0010091034565438274
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,49417.13361323838,0,0.004341455621030642,0,6.585443659968798e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,49417.13361323838,0,0.0019120805526422016,0,0.003087919447356811
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,49417.13361323838,0,0.002453191594836137,0,0.0025468084051638623
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,59636.23316594637,0,0.003861400567932381,0,0.0011385931553948643
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,59636.23316594637,0,0.004241563883735766,0,7.584361130763698e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,59636.23316594637,0,0.0017629360541320243,0,0.0032370639458678884
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,59636.23316594637,0,0.002282832280835877,0,0.002717167719164117
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,71968.56730011514,0,0.003723817371691309,0,0.001276181415987645
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,71968.56730011514,0,0.004131712545332523,0,8.682874540901494e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,71968.56730011514,0,0.0016218477658411347,0,0.003378152234158799
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,71968.56730011514,0,0.0021175162166645,0,0.002882483783335264
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,86851.13737513521,0,0.003579171671974468,0,0.0014208281647855355
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,86851.13737513521,0,0.004012173491494158,0,9.878265084339408e-4
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,86851.13737513521,0,0.0014891732449134564,0,0.0035108267550865067
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,86851.13737513521,0,0.0019584446051574317,0,0.003041555394842337
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,104811.31341546852,0,0.0034286960326924483,0,0.0015713039532366292
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,104811.31341546852,0,0.0038834935905405986,0,0.001116506409453699
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,104811.31341546852,0,0.0013650498086651508,0,0.0036349501913347437
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,104811.31341546852,0,0.001806536233971691,0,0.0031934637660283325
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,126485.52168552957,0,0.003273742393616614,0,0.0017262576056844108
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,126485.52168552957,0,0.0037464698857366885,0,0.0012535301142631045
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,126485.52168552957,0,0.0012494801984938078,0,0.003750519801503538
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,126485.52168552957,0,0.0016624641266056368,0,0.003337535873394405
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,152641.79671752302,0,0.0031157348877562,0,0.0018842651122249825
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,152641.79671752302,0,0.0036021446199657314,0,0.0013978553800343488
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,152641.79671752302,0,0.0011422654882036925,0,0.0038577345117963764
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,152641.79671752302,0,0.001526686944822,0,0.0034733130551777756
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,184206.99693267164,0,0.002956111293597317,0,0.0020438887064025573
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,184206.99693267164,0,0.0034517543832133396,0,0.0015482456167866191
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,184206.99693267164,0,0.0010431678725765369,0,0.003956832127423557
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,184206.99693267164,0,0.0013994296980679758,0,0.003600570301932019
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,222299.6482526191,0,0.0027962677720916747,0,0.0022037322279083353
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,222299.6482526191,0,0.003296674429747526,0,0.0017033255702524528
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,222299.6482526191,0,9.518665036113762e-4,0,0.004048133496388854
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,222299.6482526191,0,0.0012807669330322023,0,0.003719233066968086
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,268269.57952797273,0,0.0026375134948609003,0,0.0023624865051390825
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,268269.57952797273,0,0.003138323323103887,0,0.0018616766768960553
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,268269.57952797273,0,8.679275615307736e-4,0,0.004132072438468931
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,268269.57952797273,0,0.0011705921499086153,0,0.0038294078500920397
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,323745.754281764,0,0.0024810515012621886,0,0.0025189484987379004
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,323745.754281764,0,0.002978199874985445,0,0.0020218001250144344
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,323745.754281764,0,7.909410874888295e-4,0,0.004209058912511416
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,323745.754281764,0,0.001068671272472182,0,0.0039313287275271015
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,390693.99370546127,0,0.00232794120855534,0,0.0026720587914446413
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,390693.99370546127,0,0.0028177249834548694,0,0.0021822750165450978
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,390693.99370546127,0,7.204470578137592e-4,0,0.004279552942186236
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,390693.99370546127,0,9.747042059609727e-4,0,0.004025295794038681
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,471486.63634573895,0,0.0021790721625796605,0,0.0028209278374203397
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,471486.63634573895,0,0.0026581875044984667,0,0.002341812495501469
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,471486.63634573895,0,6.5600225512582e-4,0,0.004343997744874054
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,471486.63634573895,0,8.883030561122479e-4,0,0.004111696943887907
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,568986.6029018293,0,0.002035202141207381,0,0.0029647978587929113
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,568986.6029018293,0,0.0025008709251975927,0,0.002499129074802728
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,568986.6029018293,0,5.971566964690088e-4,0,0.004402843303530566
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,568986.6029018293,0,8.09055047068321e-4,0,0.0041909449529317295
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,686648.8450042998,0,0.0018969026450915787,0,0.0031030973549082477
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,686648.8450042998,0,0.002346833028738242,0,0.0026531669712616126
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,686648.8450042998,0,5.434812101971913e-4,0,0.004456518789802652
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,686648.8450042998,0,7.3652384413507e-4,0,0.004263476155865212
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,828642.7728546843,0,0.0017646434511251294,0,0.0032353565488746744
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,828642.7728546843,0,0.0021970079523620924,0,0.0028029920476376775
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,828642.7728546843,0,4.945651911266565e-4,0,0.004505434808870761
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,828642.7728546843,0,6.70183135253226e-4,0,0.004329816864750539
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,1e6,0,0.0016387091347503093,0,0.00336129086524977
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,1e6,0,0.0020521540784318565,0,0.0029478459215680018
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,1e6,0,4.500138931477515e-4,0,0.004549986106853159
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,1e6,0,6.097336403254575e-4,0,0.004390266359674413
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,100,0.01020408163265306,0.004980361630225606,0,2.9170982222364917e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,100,0.01020408163265306,0.004998341882888234,0,1.6485797164573636e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,100,0.01020408163265306,0.004955113024447375,0,2.8924733686540893e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,100,0.01020408163265306,0.00498358985902355,0,1.6401255718506535e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,120.67926406393289,0.01020408163265306,0.00497980247671348,0,3.5195415261408794e-6
2.5e-5,200,50,0.25,0,1,0.7,1,0.05555555555555555,120.67926406393289,0.01020408163265306,0.004998001254014599,0,1.989230612425323e-6
2.5e-5,150,50,0.25,0,10,0.7,1,0.05555555555555555,120.67926406393289,0.01020408163265306,0.0049493930397572945,0,3.483770043371879e-5
2.5e-5,200,50,0.25,0,10,0.7,1,0.05555555555555555,120.67926406393289,0.01020408163265306,0.004980221874488561,0,1.976938926874902e-5
2.5e-5,150,50,0.25,0,1,0.7,1,0.05555555555555555,145.63484775012444,0.01020408163265306,0.004979127908752868,0,4.246206082054805e-6
