b,eta,kappa,a_h,mu,omega,a_d,D,alpha,rho,delta,Id,Ic,Iw
2.5e-5,150,50,1,339322.17718953296,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0046054549284050275,3.919538186924931e-4,0
2.5e-5,200,50,1,339322.17718953296,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004757414984106614,2.4258312392214925e-4,0
2.5e-5,150,50,1,372759.3720314938,1,0.02040816326530612,1,0.05555555555555555,0,0,0.00457281556815372,4.2501484292072566e-4,0
2.5e-5,200,50,1,372759.3720314938,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004735733810771483,2.6426457307350895e-4,0
2.5e-5,150,50,1,409491.5062380427,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0045378246866584135,4.603873255946918e-4,0
2.5e-5,200,50,1,409491.5062380427,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004712320916510078,2.8767772475356924e-4,0
2.5e-5,150,50,1,449843.2668969444,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004500386551719419,4.981666144933221e-4,0
2.5e-5,200,50,1,449843.2668969444,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004687075498969425,3.129233781100258e-4,0
2.5e-5,150,50,1,494171.33613238385,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0044604474173808905,5.384035161987911e-4,0
2.5e-5,200,50,1,494171.33613238385,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004659872613906177,3.401264744553559e-4,0
2.5e-5,150,50,1,542867.543932386,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004417913355590828,5.811935884223094e-4,0
2.5e-5,200,50,1,542867.543932386,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004630649669077017,3.693496056593331e-4,0
2.5e-5,150,50,1,596362.3316594637,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0043727243958153325,6.26596926720419e-4,0
2.5e-5,200,50,1,596362.3316594637,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004599305259265695,4.0069417639267244e-4,0
2.5e-5,150,50,1,655128.5568595509,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0043248773662357,6.746196031261419e-4,0
2.5e-5,200,50,1,655128.5568595509,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004565716084983457,4.3428348596313696e-4,0
2.5e-5,150,50,1,719685.6730011514,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004274308662678231,7.253284015017056e-4,0
2.5e-5,200,50,1,719685.6730011514,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004529816890368393,4.701827922231466e-4,0
2.5e-5,150,50,1,790604.3210907702,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004221006578160647,7.78739235128068e-4,0
2.5e-5,200,50,1,790604.3210907702,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004491507530357981,5.084922415262096e-4,0
2.5e-5,150,50,1,868511.3737513521,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004165030483432831,8.34797047918987e-4,0
2.5e-5,200,50,1,868511.3737513521,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0044507182456668785,5.492815954531429e-4,0
2.5e-5,150,50,1,954095.4763499944,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004106356889658615,8.935301156167772e-4,0
2.5e-5,200,50,1,954095.4763499944,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0044073865997289,5.92613293487113e-4,0
2.5e-5,150,50,1,1048113.1341546853,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004045056504044618,9.548721993443087e-4,0
2.5e-5,200,50,1,1048113.1341546853,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004361425512002369,6.385744187896177e-4,0
2.5e-5,150,50,1,1151395.399326448,1,0.02040816326530612,1,0.05555555555555555,0,0,0.003981188890264906,0.001018767975165353,0
2.5e-5,200,50,1,1151395.399326448,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004312894145998136,6.871058110509207e-4,0
2.5e-5,150,50,1,1264855.2168552957,1,0.02040816326530612,1,0.05555555555555555,0,0,0.003914850669574524,0.0010851243873345301,0
2.5e-5,200,50,1,1264855.2168552957,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0042617100700210325,7.382899044615102e-4,0
2.5e-5,150,50,1,1389495.494373136,1,0.02040816326530612,1,0.05555555555555555,0,0,0.003846138758414483,0.0011538475185340962,0
2.5e-5,200,50,1,1389495.494373136,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0042078433510324325,7.921566345617264e-4,0
2.5e-5,150,50,1,1526417.9671752334,1,0.02040816326530612,1,0.05555555555555555,0,0,0.003775157022315901,0.001224835830106392,0
2.5e-5,200,50,1,1526417.9671752334,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004151280526570155,8.487194657354638e-4,0
2.5e-5,150,50,1,1676832.9368110066,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0037021355190739917,0.0012978609718324987,0
2.5e-5,200,50,1,1676832.9368110066,1,0.02040816326530612,1,0.05555555555555555,0,0,0.004092182747253509,9.078172488703716e-4,0
2.5e-5,150,50,1,1842069.9693267164,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0036271244643951432,0.0013728739192495553,0
2.5e-5,200,50,1,1842069.9693267164,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0040305337981171325,9.694662000568864e-4,0
2.5e-5,150,50,1,2023589.6477251556,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0035503854127548855,0.001449613895208199,0
2.5e-5,200,50,1,2023589.6477251556,1,0.02040816326530612,1,0.05555555555555555,0,0,0.003966350659862821,0.0010336493393367633,0
2.5e-5,150,50,1,2222996.4825261957,1,0.02040816326530612,1,0.05555555555555555,0,0,0.003471994205412603,0.0015280055201382734,0
2.5e-5,200,50,1,2222996.4825261957,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0038997647469662727,0.0011002352527100716,0
2.5e-5,150,50,1,2442053.0945486496,1,0.02040816326530612,1,0.05555555555555555,0,0,0.003392330073622151,0.001607669826632661,0
2.5e-5,200,50,1,2442053.0945486496,1,0.02040816326530612,1,0.05555555555555555,0,0,0.00383089608830858,0.0011691039115710208,0
2.5e-5,150,50,1,2682695.7952797273,1,0.02040816326530612,1,0.05555555555555555,0,0,0.003311400993800343,0.0016885989731762504,0
2.5e-5,200,50,1,2682695.7952797273,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0037598488607375555,0.0012401511392218163,0
2.5e-5,150,50,1,2947051.7025518096,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0032295615004677195,0.0017704384896657017,0
2.5e-5,200,50,1,2947051.7025518096,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0036867840458189955,0.0013132159541686633,0
2.5e-5,150,50,1,3237457.54281764,1,0.02040816326530612,1,0.05555555555555555,0,0,0.003146931030971287,0.001853068966402399,0
2.5e-5,200,50,1,3237457.54281764,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0036117981524056604,0.0013882018475909958,0
2.5e-5,150,50,1,3556480.3062231285,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0030637657988634125,0.0019362342005181147,0
2.5e-5,200,50,1,3556480.3062231285,1,0.02040816326530612,1,0.05555555555555555,0,0,0.003535245894308666,0.0014647541056905338,0
2.5e-5,150,50,1,3906939.937054613,1,0.02040816326530612,1,0.05555555555555555,0,0,0.002980218681388787,0.0020197813184844224,0
2.5e-5,200,50,1,3906939.937054613,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0034570596081156513,0.001542940391884175,0
2.5e-5,150,50,1,4291934.260128778,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0028965056028135458,0.002103494397164124,0
2.5e-5,200,50,1,4291934.260128778,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0033776326007931958,0.0016223673992067768,0
2.5e-5,150,50,1,4714866.36345739,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0028130186455794202,0.002186981354417249,0
2.5e-5,200,50,1,4714866.36345739,1,0.02040816326530612,1,0.05555555555555555,0,0,0.003297162784774636,0.0017028372152253608,0
2.5e-5,150,50,1,5179474.6792312125,1,0.02040816326530612,1,0.05555555555555555,0,0,0.002729798715737709,0.0022702012842618757,0
2.5e-5,200,50,1,5179474.6792312125,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0032157201117407395,0.001784279888259263,0
2.5e-5,150,50,1,5689866.029018293,1,0.02040816326530612,1,0.05555555555555555,0,0,0.002646985955342941,0.002353014044657019,0
2.5e-5,200,50,1,5689866.029018293,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0031334030168948942,0.0018665969831051033,0
2.5e-5,150,50,1,6250551.925273976,1,0.02040816326530612,1,0.05555555555555555,0,0,0.002564629216767121,0.002435370783232876,0
2.5e-5,200,50,1,6250551.925273976,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0030508924271481007,0.001949107572851894,0
2.5e-5,150,50,1,6866488.450042998,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0024833266916242627,0.002516673308375736,0
2.5e-5,200,50,1,6866488.450042998,1,0.02040816326530612,1,0.05555555555555555,0,0,0.002967680358320377,0.0020323196416796173,0
2.5e-5,150,50,1,7543120.063354608,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0024028328332489557,0.0025971671667510384,0
2.5e-5,200,50,1,7543120.063354608,1,0.02040816326530612,1,0.05555555555555555,0,0,0.002884803143019558,0.002115196856980443,0
2.5e-5,150,50,1,8286427.728546842,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0023234573144650956,0.002676542685534902,0
2.5e-5,200,50,1,8286427.728546842,1,0.02040816326530612,1,0.05555555555555555,0,0,0.002801809816702721,0.0021981901832972763,0
2.5e-5,150,50,1,9102981.779915227,1,0.02040816326530612,1,0.05555555555555555,0,0,0.002245108803759159,0.0027548911962408367,0
2.5e-5,200,50,1,9102981.779915227,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0027192685142701043,0.002280731485729892,0
2.5e-5,150,50,1,1e7,1,0.02040816326530612,1,0.05555555555555555,0,0,0.0021683883548975946,0.002831611645102403,0
2.5e-5,200,50,1,1e7,1,0.02040816326530612,1,0.05555555555555555,0,0,0.002637025800277938,0.002362974199722066,0
2.5e-5,150,50,1,1e5,1,0.04081632653061224,1,0.05555555555555555,0,0,0.004879769585674243,1.0983323818619397e-4,0
2.5e-5,200,50,1,1e5,1,0.04081632653061224,1,0.05555555555555555,0,0,0.004932120452964516,6.787298799990653e-5,0
2.5e-5,150,50,1,109854.11419875572,1,0.04081632653061224,1,0.05555555555555555,0,0,0.004869843302630162,1.2023757830420692e-4,0
2.5e-5,200,50,1,109854.11419875572,1,0.04081632653061224,1,0.05555555555555555,0,0,0.004925601552472478,7.439212801261756e-5,0
2.5e-5,150,50,1,120679.26406393289,1,0.04081632653061224,1,0.05555555555555555,0,0,0.00485899496755215,1.3158433612774057e-4,0
2.5e-5,200,50,1,120679.26406393289,1,0.04081632653061224,1,0.05555555555555555,0,0,0.004918474110386476,8.151982283761428e-5,0
2.5e-5,150,50,1,132571.1365590108,1,0.04081632653061224,1,0.05555555555555555,0,0,0.004847147378075253,1.4395052260193908e-4,0
2.5e-5,200,50,1,132571.1365590108,1,0.04081632653061224,1,0.05555555555555555,0,0,0.004910684805096811,8.930939411368638e-5,0
2.5e-5,150,50,1,145634.84775012443,1,0.04081632653061224,1,0.05555555555555555,0,0,0.00483421215161284,1.5741584042230233e-4,0
2.5e-5,200,50,1,145634.84775012443,1,0.04081632653061224,1,0.05555555555555555,0,0,0.004902176325092031,9.781815213360109e-5,0
