b,eta,kappa,a_h,mu,omega,a_d,D,alpha,rho,delta,Id,Ic,Iw
2.5e-5,200,50,1,596362.3316594637,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004797775473021055,2.0222062090204495e-4,0
2.5e-5,150,50,1,655128.5568595509,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0046874452770897445,3.084464537589532e-4,0
2.5e-5,200,50,1,655128.5568595509,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004778974621757778,2.2102179087028824e-4,0
2.5e-5,150,50,1,719685.6730011514,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0046599589976018,3.364298156738735e-4,0
2.5e-5,200,50,1,719685.6730011514,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004758540000789076,2.4145672529206079e-4,0
2.5e-5,150,50,1,790604.3210907702,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004630146510251092,3.667132478377655e-4,0
2.5e-5,200,50,1,790604.3210907702,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004736350122781456,2.636469162682666e-4,0
2.5e-5,150,50,1,868511.3737513521,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004597858893431458,3.9944162743201113e-4,0
2.5e-5,200,50,1,868511.3737513521,1,0.2040816326530612,1,0.05555555555555555,0,0,0.00471227648164756,2.8772086366297197e-4,0
2.5e-5,150,50,1,954095.4763499944,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004562947389180973,4.347600991911415e-4,0
2.5e-5,200,50,1,954095.4763499944,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004686197330677065,3.1380031224480676e-4,0
2.5e-5,150,50,1,1048113.1341546853,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004525264748282719,4.728138925678394e-4,0
2.5e-5,200,50,1,1048113.1341546853,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004657977914242785,3.420200151131082e-4,0
2.5e-5,150,50,1,1151395.399326448,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0044846668851800066,5.137451320149306e-4,0
2.5e-5,200,50,1,1151395.399326448,1,0.2040816326530612,1,0.05555555555555555,0,0,0.00462748132645207,3.7251687426360095e-4,0
2.5e-5,150,50,1,1264855.2168552957,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0044410158572057564,5.576900277133117e-4,0
2.5e-5,200,50,1,1264855.2168552957,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0045945705983195155,4.0542785685887745e-4,0
2.5e-5,150,50,1,1389495.494373136,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004394182537709646,6.047791220763861e-4,0
2.5e-5,200,50,1,1389495.494373136,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004559112528131537,4.4088616341215846e-4,0
2.5e-5,150,50,1,1526417.9671752334,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004344050210110426,6.551302626862307e-4,0
2.5e-5,200,50,1,1526417.9671752334,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004520973131800008,4.7902577368745856e-4,0
2.5e-5,150,50,1,1676832.9368110066,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004290515489740819,7.08848322859144e-4,0
2.5e-5,200,50,1,1676832.9368110066,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004480016893058996,5.199822051434403e-4,0
2.5e-5,150,50,1,1842069.9693267164,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004233492455488324,7.660221968172762e-4,0
2.5e-5,200,50,1,1842069.9693267164,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004436139289248466,5.638599796023174e-4,0
2.5e-5,150,50,1,2023589.6477251556,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0041729214257235706,8.26715228430759e-4,0
2.5e-5,200,50,1,2023589.6477251556,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004389219022021369,6.107803948402429e-4,0
2.5e-5,150,50,1,2222996.4825261957,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004108759571976906,8.90973533036422e-4,0
2.5e-5,200,50,1,2222996.4825261957,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0043391488333412356,6.608507102624096e-4,0
2.5e-5,150,50,1,2442053.0945486496,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004041000451529567,9.58807447612893e-4,0
2.5e-5,200,50,1,2442053.0945486496,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004285837760760817,7.141618884848438e-4,0
2.5e-5,150,50,1,2682695.7952797273,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003969660296929927,0.001030204232271085,0
2.5e-5,200,50,1,2682695.7952797273,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004229247142793749,7.707525931599509e-4,0
2.5e-5,150,50,1,2947051.7025518096,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0038948041502719706,0.0011051024290885726,0
2.5e-5,200,50,1,2947051.7025518096,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0041693191537947845,8.306806516748589e-4,0
2.5e-5,150,50,1,3237457.54281764,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003816516091417961,0.001183420902874648,0
2.5e-5,200,50,1,3237457.54281764,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0041060184418947165,8.939814178931452e-4,0
2.5e-5,150,50,1,3556480.3062231285,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003734938581795269,0.0012650199180002813,0
2.5e-5,200,50,1,3556480.3062231285,1,0.2040816326530612,1,0.05555555555555555,0,0,0.004039363259747705,9.606366417151678e-4,0
2.5e-5,150,50,1,3906939.937054613,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0036502366356966193,0.0013497366815919682,0
2.5e-5,200,50,1,3906939.937054613,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003969392694129591,0.0010306072383514805,0
2.5e-5,150,50,1,4291934.260128778,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0035626150690925415,0.001437368214674366,0
2.5e-5,200,50,1,4291934.260128778,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003896170690733619,0.0011038292642733187,0
2.5e-5,150,50,1,4714866.36345739,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0034723586906490926,0.0015276311166621316,0
2.5e-5,200,50,1,4714866.36345739,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003819789205248895,0.0011802107656287062,0
2.5e-5,150,50,1,5179474.6792312125,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003379718563566478,0.0016202753921601954,0
2.5e-5,200,50,1,5179474.6792312125,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0037404384211664273,0.001259561560583279,0
2.5e-5,150,50,1,5689866.029018293,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003285047502610903,0.0017149490177424509,0
2.5e-5,200,50,1,5689866.029018293,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003658234038368188,0.001341765950548125,0
2.5e-5,150,50,1,6250551.925273976,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003188660523253342,0.0018113375383944942,0
2.5e-5,200,50,1,6250551.925273976,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0035733833414918815,0.0014266166520125279,0
2.5e-5,150,50,1,6866488.450042998,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0030909634002004864,0.001909035555012645,0
2.5e-5,200,50,1,6866488.450042998,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003486204134333816,0.0015137958620015724,0
2.5e-5,150,50,1,7543120.063354608,1,0.2040816326530612,1,0.05555555555555555,0,0,0.002992343171459342,0.0020076562857161435,0
2.5e-5,200,50,1,7543120.063354608,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003396882663079632,0.0016031173349317896,0
2.5e-5,150,50,1,8286427.728546842,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0028931571219048585,0.0021068426067412426,0
2.5e-5,200,50,1,8286427.728546842,1,0.2040816326530612,1,0.05555555555555555,0,0,0.003305715221818697,0.0016942847771508384,0
2.5e-5,150,50,1,9102981.779915227,1,0.2040816326530612,1,0.05555555555555555,0,0,0.002793861130107555,0.0022061387400160214,0
2.5e-5,200,50,1,9102981.779915227,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0032130804417046612,0.0017869195577849448,0
2.5e-5,150,50,1,1e7,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0026948023346666156,0.002305197605852613,0
2.5e-5,200,50,1,1e7,1,0.2040816326530612,1,0.05555555555555555,0,0,0.0031192463074269723,0.0018807536923320925,0
2.5e-5,150,50,1,1e5,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004939494808856333,4.687896756097022e-5,0
2.5e-5,200,50,1,1e5,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004966607032300604,3.3384691937841955e-5,0
2.5e-5,150,50,1,109854.11419875572,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004935209089371451,5.144440836604134e-5,0
2.5e-5,200,50,1,109854.11419875572,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004963347628514499,3.664421295896417e-5,0
2.5e-5,150,50,1,120679.26406393289,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004930507618886389,5.644872232922821e-5,0
2.5e-5,200,50,1,120679.26406393289,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004959773227985246,4.021874042070296e-5,0
2.5e-5,150,50,1,132571.1365590108,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004925350468709941,6.193289889759572e-5,0
2.5e-5,200,50,1,132571.1365590108,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004955854049266908,4.413805584279639e-5,0
2.5e-5,150,50,1,145634.84775012443,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004919687588403688,6.794141899691127e-5,0
2.5e-5,200,50,1,145634.84775012443,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004951557630782602,4.8434621575571555e-5,0
2.5e-5,150,50,1,159985.87196060573,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004913471617864537,7.452262856438498e-5,0
2.5e-5,200,50,1,159985.87196060573,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0049468486160933285,5.3143794570518176e-5,0
2.5e-5,150,50,1,175751.06248547928,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004906657368531747,8.17293732272269e-5,0
2.5e-5,200,50,1,175751.06248547928,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004941688546974683,5.8304033410203446e-5,0
2.5e-5,150,50,1,193069.77288832495,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004899181165429797,8.961839577166068e-5,0
2.5e-5,200,50,1,193069.77288832495,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004936035557509841,6.395720468945832e-5,0
2.5e-5,150,50,1,212095.08879201926,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004890982607186693,9.825136918151474e-5,0
2.5e-5,200,50,1,212095.08879201926,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0049298442319319815,7.01487244026737e-5,0
2.5e-5,150,50,1,232995.1810515372,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004881997562285055,1.0769495893516298e-4,0
2.5e-5,200,50,1,232995.1810515372,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004923065284107325,7.692787895625036e-5,0
2.5e-5,150,50,1,255954.79226995332,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004872147056172308,1.1802084835172283e-4,0
2.5e-5,200,50,1,255954.79226995332,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004915645314893076,8.434806765765654e-5,0
2.5e-5,150,50,1,281176.8697974231,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004861360423709333,1.293068241790774e-4,0
2.5e-5,200,50,1,281176.8697974231,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004907525863625681,9.246775040227041e-5,0
2.5e-5,150,50,1,308884.3596477478,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004849543963000943,1.4163532861053687e-4,0
2.5e-5,200,50,1,308884.3596477478,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004898645819265408,1.0134803970037038e-4,0
2.5e-5,150,50,1,339322.17718953296,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004836614363521583,1.5509607414095118e-4,0
2.5e-5,200,50,1,339322.17718953296,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004888937161659749,1.1105695451235021e-4,0
2.5e-5,150,50,1,372759.3720314938,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004822468003691889,1.697839382850081e-4,0
2.5e-5,200,50,1,372759.3720314938,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004878327638937896,1.2166674638622725e-4,0
2.5e-5,150,50,1,409491.5062380427,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004806999147276477,1.858002940340999e-4,0
2.5e-5,200,50,1,409491.5062380427,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004866739322625805,1.3325534299002544e-4,0
2.5e-5,150,50,1,449843.2668969444,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004790102636166595,2.0325389249365022e-4,0
2.5e-5,200,50,1,449843.2668969444,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004854089238635543,1.4590572057198502e-4,0
2.5e-5,150,50,1,494171.33613238385,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004771654699776415,2.2225867706906837e-4,0
2.5e-5,200,50,1,494171.33613238385,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004840287771522471,1.597074844696324e-4,0
2.5e-5,150,50,1,542867.543932386,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004751531338699867,2.4293482080621633e-4,0
2.5e-5,200,50,1,542867.543932386,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004825239749880888,1.7475581286997358e-4,0
2.5e-5,150,50,1,596362.3316594637,1,0.22448979591836732,1,0.05555555555555555,0,0,0.00472960098712432,2.6540916315374906e-4,0
2.5e-5,200,50,1,596362.3316594637,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004808845066471759,1.9115080866635722e-4,0
2.5e-5,150,50,1,655128.5568595509,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004705727009181364,2.898140585194541e-4,0
2.5e-5,200,50,1,655128.5568595509,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004790995861276854,2.0900032742949878e-4,0
2.5e-5,150,50,1,719685.6730011514,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004679766279208652,3.162867592245854e-4,0
2.5e-5,200,50,1,719685.6730011514,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0047715800177020465,2.284164885815072e-4,0
2.5e-5,150,50,1,790604.3210907702,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004651573593089741,3.4496890655180684e-4,0
2.5e-5,200,50,1,790604.3210907702,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004750479194426659,2.495176271744567e-4,0
2.5e-5,150,50,1,868511.3737513521,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004620998060130095,3.760058981646664e-4,0
2.5e-5,200,50,1,868511.3737513521,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004727567098918266,2.7243003310803887e-4,0
2.5e-5,150,50,1,954095.4763499944,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004587888318645111,4.095454725634603e-4,0
2.5e-5,200,50,1,954095.4763499944,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004702720928682166,2.972765060162674e-4,0
2.5e-5,150,50,1,1048113.1341546853,1,0.22448979591836732,1,0.05555555555555555,0,0,0.00455209410092048,4.4573542719274103e-4,0
2.5e-5,200,50,1,1048113.1341546853,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004675807692151443,3.2419003710000023e-4,0
2.5e-5,150,50,1,1151395.399326448,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004513465014751981,4.847233181775738e-4,0
2.5e-5,200,50,1,1151395.399326448,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004646689324568507,3.53308687467604e-4,0
2.5e-5,150,50,1,1264855.2168552957,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004471855588957333,5.266531511644339e-4,0
2.5e-5,200,50,1,1264855.2168552957,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004615228129971325,3.847701481949371e-4,0
2.5e-5,150,50,1,1389495.494373136,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004427126784636086,5.71663268819947e-4,0
2.5e-5,200,50,1,1389495.494373136,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004581287325267963,4.187112006708123e-4,0
2.5e-5,150,50,1,1526417.9671752334,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004379148928099775,6.198847275415663e-4,0
2.5e-5,200,50,1,1526417.9671752334,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004544727703757454,4.552710520400304e-4,0
2.5e-5,150,50,1,1676832.9368110066,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004327803925286662,6.714367101849565e-4,0
2.5e-5,200,50,1,1676832.9368110066,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004505416434128297,4.945825290083672e-4,0
2.5e-5,150,50,1,1842069.9693267164,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004272989929415841,7.264233561395241e-4,0
2.5e-5,200,50,1,1842069.9693267164,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004463216521271932,5.367826283170643e-4,0
2.5e-5,150,50,1,2023589.6477251556,1,0.22448979591836732,1,0.05555555555555555,0,0,0.00421462397666043,7.849307829600853e-4,0
2.5e-5,200,50,1,2023589.6477251556,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004418026436336181,5.819728768385817e-4,0
2.5e-5,150,50,1,2222996.4825261957,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0041526434059555575,8.470248111034243e-4,0
2.5e-5,200,50,1,2222996.4825261957,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004369713614997197,6.302858396986377e-4,0
2.5e-5,150,50,1,2442053.0945486496,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004087016874836753,9.127406835192501e-4,0
2.5e-5,200,50,1,2442053.0945486496,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004318184481031682,6.818150937522739e-4,0
2.5e-5,150,50,1,2682695.7952797273,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0040177357771539095,9.820905216964694e-4,0
2.5e-5,200,50,1,2682695.7952797273,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004263354159787578,7.366455149652016e-4,0
2.5e-5,150,50,1,2947051.7025518096,1,0.22448979591836732,1,0.05555555555555555,0,0,0.003944829102827839,0.0010550490447523314,0
2.5e-5,200,50,1,2947051.7025518096,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004205176596781935,7.948231593122564e-4,0
2.5e-5,150,50,1,3237457.54281764,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0038683571824255887,0.001131559171769306,0
2.5e-5,200,50,1,3237457.54281764,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0041435889954576895,8.564108257950592e-4,0
2.5e-5,150,50,1,3556480.3062231285,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0037884335558077474,0.0012115103023082148,0
2.5e-5,200,50,1,3556480.3062231285,1,0.22448979591836732,1,0.05555555555555555,0,0,0.00407858840800582,9.214114638789925e-4,0
2.5e-5,150,50,1,3906939.937054613,1,0.22448979591836732,1,0.05555555555555555,0,0,0.003705187484307619,0.0012947756821074063,0
2.5e-5,200,50,1,3906939.937054613,1,0.22448979591836732,1,0.05555555555555555,0,0,0.004010191508970429,9.898084013700778e-4,0
2.5e-5,150,50,1,4291934.260128778,1,0.22448979591836732,1,0.05555555555555555,0,0,0.003618822457905212,0.0013811539740580003,0
2.5e-5,200,50,1,4291934.260128778,1,0.22448979591836732,1,0.05555555555555555,0,0,0.003938439897997026,0.0010615600408836576,0
2.5e-5,150,50,1,4714866.36345739,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0035295457627278915,0.0014704395243163608,0
2.5e-5,200,50,1,4714866.36345739,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0038634184243638275,0.001136581535098289,0
2.5e-5,150,50,1,5179474.6792312125,1,0.22448979591836732,1,0.05555555555555555,0,0,0.003437640989649958,0.001562350075671967,0
2.5e-5,200,50,1,5179474.6792312125,1,0.22448979591836732,1,0.05555555555555555,0,0,0.003785226781534592,0.0012147731923456207,0
2.5e-5,150,50,1,5689866.029018293,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0033434035332506164,0.0016565911863683494,0
2.5e-5,200,50,1,5689866.029018293,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0037040693618689505,0.0012959306218021255,0
2.5e-5,150,50,1,6250551.925273976,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0032471564077872755,0.0017528405626553133,0
2.5e-5,200,50,1,6250551.925273976,1,0.22448979591836732,1,0.05555555555555555,0,0,0.003620056009903137,0.0013799439802426189,0
2.5e-5,150,50,1,6866488.450042998,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0031493187197049427,0.0018506795947500015,0
2.5e-5,200,50,1,6866488.450042998,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0035335030058217874,0.0014664969884285487,0
2.5e-5,150,50,1,7543120.063354608,1,0.22448979591836732,1,0.05555555555555555,0,0,0.003050232024283395,0.0019497670702093121,0
2.5e-5,200,50,1,7543120.063354608,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0034445979925664294,0.0015554020041972428,0
2.5e-5,150,50,1,8286427.728546842,1,0.22448979591836732,1,0.05555555555555555,0,0,0.00295028613716817,0.002049713393131295,0
2.5e-5,200,50,1,8286427.728546842,1,0.22448979591836732,1,0.05555555555555555,0,0,0.003353610856773917,0.0016463891414779095,0
2.5e-5,150,50,1,9102981.779915227,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0028499606336581025,0.002150039131846987,0
2.5e-5,200,50,1,9102981.779915227,1,0.22448979591836732,1,0.05555555555555555,0,0,0.003260955260252239,0.0017390447388448598,0
2.5e-5,150,50,1,1e7,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0027495752876427718,0.002250424600251672,0
2.5e-5,200,50,1,1e7,1,0.22448979591836732,1,0.05555555555555555,0,0,0.0031668742596374553,0.001833125739916619,0
2.5e-5,150,50,1,1e5,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004942208659943603,4.3996898418020775e-5,0
2.5e-5,200,50,1,1e5,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004968439402591936,3.1552251873402586e-5,0
2.5e-5,150,50,1,109854.11419875572,1,0.24489795918367346,1,0.05555555555555555,0,0,0.00493818797427842,4.828573423894389e-5,0
2.5e-5,200,50,1,109854.11419875572,1,0.24489795918367346,1,0.05555555555555555,0,0,0.00496535682404626,3.463494188674788e-5,0
2.5e-5,150,50,1,120679.26406393289,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004933774838087048,5.298760279378433e-5,0
2.5e-5,200,50,1,120679.26406393289,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004961975912407305,3.801597410142931e-5,0
2.5e-5,150,50,1,132571.1365590108,1,0.24489795918367346,1,0.05555555555555555,0,0,0.0049289316495269514,5.8141330258986694e-5,0
2.5e-5,200,50,1,132571.1365590108,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004958268375465093,4.172364127661044e-5,0
2.5e-5,150,50,1,145634.84775012443,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004923618809896848,6.37891000507817e-5,0
2.5e-5,200,50,1,145634.84775012443,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004954203356439969,4.578880073511448e-5,0
2.5e-5,150,50,1,159985.87196060573,1,0.24489795918367346,1,0.05555555555555555,0,0,0.0049177847478626595,6.997658456220762e-5,0
2.5e-5,200,50,1,159985.87196060573,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004949747225764934,5.024508257143769e-5,0
2.5e-5,150,50,1,175751.06248547928,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004911381359918296,7.67537701630371e-5,0
2.5e-5,200,50,1,175751.06248547928,1,0.24489795918367346,1,0.05555555555555555,0,0,0.0049448633666786075,5.5129104070604334e-5,0
2.5e-5,150,50,1,193069.77288832495,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004904361058692848,8.417478909364824e-5,0
2.5e-5,200,50,1,193069.77288832495,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004939511921344454,6.048072349188593e-5,0
2.5e-5,150,50,1,212095.08879201926,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004896658154052403,9.22980575853047e-5,0
2.5e-5,200,50,1,212095.08879201926,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004933649581953442,6.634324906164689e-5,0
2.5e-5,150,50,1,232995.1810515372,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004888212236329674,1.011870035205526e-4,0
2.5e-5,200,50,1,232995.1810515372,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004927229317412529,7.276371220202124e-5,0
2.5e-5,150,50,1,255954.79226995332,1,0.24489795918367346,1,0.05555555555555555,0,0,0.0048789552692032985,1.109101420881392e-4,0
2.5e-5,200,50,1,255954.79226995332,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004920200119477025,7.979312139256986e-5,0
2.5e-5,150,50,1,281176.8697974231,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004868807106301095,1.2154136848242412e-4,0
2.5e-5,200,50,1,281176.8697974231,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004912506738047612,8.748672685132102e-5,0
2.5e-5,150,50,1,308884.3596477478,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004857693810059797,1.3316004709501098e-4,0
2.5e-5,200,50,1,308884.3596477478,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004904088866855793,9.590483409142782e-5,0
2.5e-5,150,50,1,339322.17718953296,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004845522372346859,1.4585149142005212e-4,0
2.5e-5,200,50,1,339322.17718953296,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004894883009887476,1.051109403955445e-4,0
2.5e-5,150,50,1,372759.3720314938,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004832198710138117,1.5970718302875012e-4,0
2.5e-5,200,50,1,372759.3720314938,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004884819043149733,1.1517516845705463e-4,0
2.5e-5,150,50,1,409491.5062380427,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004817627313254543,1.7482526124439117e-4,0
2.5e-5,200,50,1,409491.5062380427,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004873822233152175,1.261722516663695e-4,0
2.5e-5,150,50,1,449843.2668969444,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004801694859443055,1.9130938821145159e-4,0
2.5e-5,200,50,1,449843.2668969444,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004861812095103137,1.3818267378235674e-4,0
2.5e-5,150,50,1,494171.33613238385,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004784288211855416,2.0927050105073837e-4,0
2.5e-5,200,50,1,494171.33613238385,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004848703247640859,1.5129181530065767e-4,0
2.5e-5,150,50,1,542867.543932386,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004765288159023522,2.2882660564454375e-4,0
2.5e-5,200,50,1,542867.543932386,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004834402600233723,1.655927646982185e-4,0
2.5e-5,150,50,1,596362.3316594637,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004744565822193181,2.5010023203870385e-4,0
2.5e-5,200,50,1,596362.3316594637,1,0.24489795918367346,1,0.05555555555555555,0,0,0.004818813141208079,1.8118253261095821e-4,0
